session_id;answered_at;attempt_order;italian_word;clue_language;clue;user_answer;is_correct;error_type;error_type_tr;similarity_score;confused_with;task_attempt_number;is_first_try_correct;source_file
20260721_050552;2026-07-21 05:06:27;8;Strada;Türkçe;Yol / Cadde / Sokak;strada;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:06:35;9;A Domani;İngilizce;See you tomorrow;A Domani;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:06:42;10;Strada;İngilizce;Road / Street / Way;strada;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:06:47;11;Altro;İngilizce;Other / Another / More;altro;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:06:50;12;Avere;İngilizce;To have;avere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:06:56;13;Fine Settimana;Türkçe;Hafta sonu;fine settimana;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:07:00;14;Cortese;İngilizce;Polite/ Courteous;cortese;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:07:10;15;Tra/Fra due anni;Türkçe;İki yıl sonra;Tra/Fra anni fa;False;spelling_error;Yazım hatası;0.774;;1;False;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:07:28;16;Settimana;İngilizce;Week;settimana;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:07:32;17;Sapere;Türkçe;Bilmek;sapere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:07:37;18;Presente;İngilizce;Present / Current;presente;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:07:41;19;Cambiare;Türkçe;Değiştirmek / Değişmek;cambiare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:07:46;20;Due anni fa;Türkçe;İki yıl önce;due anni fa;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:07:52;21;Corso;Türkçe;Kurs / Ders;corso;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:07:56;22;Anno;Türkçe;Yıl;anno;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:02;23;Senza;İngilizce;Without;senza;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:08;24;Prima;Türkçe;Önce/Daha önce;prima;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:11;25;Facile;İngilizce;Easy;facile;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:16;26;Dopo;Türkçe;Sonra;dopo;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:21;27;Dovere;İngilizce;Must/ to have to;dovere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:24;28;Domani;İngilizce;Tomorrow;domani;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:27;29;Adesso;İngilizce;Now;adesso;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:31;30;Essere;İngilizce;To be;essere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:35;31;Essere;Türkçe;Olmak;essere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:40;32;Altro;Türkçe;Başka / Diğer / Bir tane daha;altro;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:44;33;Giorno;İngilizce;Day;giorno;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:48;34;Diverso;Türkçe;Farklı/Çeşitli;diverso;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:08:54;35;Benvenuto;İngilizce;Welcome;benvenuto;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:09:02;36;Difficile;İngilizce;Difficult/Hard;difficile;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:09:06;37;Vorrei;Türkçe;İsterdim / istiyorum;vorrei;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:09:13;38;Difficile;Türkçe;Zor;difficile;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:09:17;39;Cortese;Türkçe;Kibar/Nazik;cortese;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:09:21;40;Ieri;Türkçe;Dün;ieri;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:09:25;41;Giorno;Türkçe;Gün;giorno;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:09:29;42;Tempo;Türkçe;Zaman;tempo;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:09:39;43;Mezzo di trasporto;İngilizce;Transportation;mezzo di trasporta;False;spelling_error;Yazım hatası;0.944;;1;False;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:09:53;44;A Domani;Türkçe;Yarın Görüşürüz;A Domani;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:09:58;45;Prima;İngilizce;Before/Earlier;prima;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:10:02;46;Fare;Türkçe;Yapmak;fare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:10:05;47;Dopo;İngilizce;After/Later;dopo;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:10:12;48;Oggi;Türkçe;Bugün;oggi;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:10:42;49;Tra/Fra due anni;İngilizce;In two years;Fra/Tra due anni;False;spelling_error;Yazım hatası;0.875;;1;False;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:10:57;50;Portare;Türkçe;Getirmek / Taşımak / Götürmek;portare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:02;51;Ricevere;İngilizce;To recieve;ricevere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:08;52;Assenza;İngilizce;Absence;assenza;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:11;53;Senza;Türkçe;-Sız/ -siz;senza;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:16;54;Bisogno;Türkçe;İhtiyaç;bisogno;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:20;55;Trovare;İngilizce;To find;trovare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:31;56;Qualcosa;Türkçe;Bir şey;qualcosa;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:34;57;Vita;Türkçe;Hayat;vita;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:38;58;Ieri;İngilizce;Yesterday;ieri;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:44;59;Vivere;İngilizce;To live;vivere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:50;60;Indicare;Türkçe;Göstermek / Belirtmek;indicare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:54;61;Ciao;İngilizce;hi;ciao;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:11:57;62;Rendere;İngilizce;To make/To render;rendere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:12:22;63;Dovere;Türkçe;Zorunda olmak;dovere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:12:54;64;Diverso;İngilizce;Different/various;diverso;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:12:57;65;Mese;Türkçe;Ay;mese;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:13:21;66;Presente;Türkçe;Mevcut / Şimdiki / Hazır bulunan;presente;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:13:25;67;Corso;İngilizce;Course / Class;corso;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:13:32;68;Mezzo di trasporto;Türkçe;Ulaşım Aracı;mezzo di trasporto;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:13:41;69;Sbagliato;Türkçe;Yanlış / Hatalı;sbagliato;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:13:45;70;Ciao;Türkçe;Merhaba;ciao;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:13:52;71;Sogno;Türkçe;Hayal;sogno;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:13:58;72;Oggi;İngilizce;Today;oggi;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:14:03;73;Ricevere;Türkçe;Almak/ Teslim almak;ricevere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:14:06;74;Sapere;İngilizce;To know;sapere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:14:15;75;Iniziare;Türkçe;Başlamak;iniziare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:14:22;76;Fine Settimana;İngilizce;Weekend;fine settimana;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:14:28;77;Vivere;Türkçe;Yaşamak;vivere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:14:44;78;Tra/Fra due anni;İngilizce;In two years;Fra/Tra due anni;False;spelling_error;Yazım hatası;0.875;;2;False;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:14:52;79;Andare;Türkçe;Gitmek;andare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:14:58;80;Felice;İngilizce;Happy;felice;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:08;81;Tra/Fra due anni;İngilizce;In two years;Tra/Fra due anni;True;correct;Doğru;1.0;;3;False;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:13;82;Azione;İngilizce;Action;azione;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:17;83;Qualcosa;İngilizce;Something;qualcosa;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:21;84;Prendere;Türkçe;Almak/Binmek;prendere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:26;85;Adesso;Türkçe;Şimdi;adesso;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:29;86;Felice;Türkçe;Mutlu;felice;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:34;87;Rendere;Türkçe;Hale getirmek;rendere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:39;88;Durante;Türkçe;Sırasında / Boyunca;durante;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:42;89;Parlare;Türkçe;Konuşmak;parlare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:44;90;Durante;İngilizce;During;durante;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:47;91;Andare;İngilizce;To go;andare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:54;92;Assenza;Türkçe;Yokluk / Bulunmama;assenza;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:15:58;93;Dormire;İngilizce;To sleep;dormire;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:02;94;Pensare;İngilizce;To think;pensare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:05;95;Avere;Türkçe;Sahip olmak;avere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:11;96;Benvenuto;Türkçe;Hoş geldin;benvenuto;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:15;97;Volere;Türkçe;İstemek;volere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:21;98;Prendere;İngilizce;To take/to get;prendere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:25;99;Sogno;İngilizce;Dream;sogno;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:32;100;Portare;İngilizce;To bring / To carry / To take;portare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:38;101;Mezzo di trasporto;İngilizce;Transportation;mezzo di trasporto;True;correct;Doğru;1.0;;2;False;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:41;102;Parlare;İngilizce;To speak;parlare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:49;103;Tra/Fra due anni;Türkçe;İki yıl sonra;Tra/Fra due anni;True;correct;Doğru;1.0;;2;False;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:54;104;Trovare;Türkçe;Bulmak;trovare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:16:58;105;Iniziare;İngilizce;To start/to begin;iniziare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:17:02;106;Mese;İngilizce;Month;mese;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:17:16;107;Indicare;İngilizce;To indicate / To point out;indicare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:17:20;108;Azione;Türkçe;Aksiyon;azione;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:17:28;109;Due anni fa;İngilizce;Two years ago;due anni fa;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:18:17;110;Facile;Türkçe;Kolay;facile;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:18:21;111;Potere;Türkçe;Yapabilmek;potere;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:18:25;112;Cambiare;İngilizce;To change;cambiare;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:18:38;113;Bisogno;İngilizce;Need;bisogno;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:18:48;114;Anno;İngilizce;Year;anno;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:18:54;115;Sbagliato;İngilizce;Wrong/Incorrect;sbagliato;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:18:57;116;Vita;İngilizce;Life;vita;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:19:01;117;Pensare;Türkçe;Düşünmek;pensaree;False;spelling_error;Yazım hatası;0.933;;1;False;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:19:05;118;Dormire;Türkçe;Uyumak;dormire;True;correct;Doğru;1.0;;1;True;21.07.2026_05.05.52_attempts.csv
20260721_050552;2026-07-21 05:19:10;119;Pensare;Türkçe;Düşünmek;pensare;True;correct;Doğru;1.0;;2;False;21.07.2026_05.05.52_attempts.csv
20260722_023818;2026-07-22 02:38:29;1;Fare;Türkçe;Yapmak;fare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:38:34;2;Volere;Türkçe;İstemek;volere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:38:39;3;Difficile;İngilizce;Difficult/Hard;difficile;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:38:41;4;Ieri;Türkçe;Dün;ieri;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:38:45;5;Andare;İngilizce;To go;andare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:38:54;6;Fine Settimana;İngilizce;Weekend;fine settimana;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:38:58;7;Vivere;İngilizce;To live;vivere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:02;8;Dopo;İngilizce;After/Later;dopo;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:15;9;Tra/Fra due anni;Türkçe;İki yıl sonra;Tra/Fra due anni;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:21;10;Portare;İngilizce;To bring / To carry / To take;portare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:24;11;Strada;İngilizce;Road / Street / Way;strada;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:28;12;Iniziare;İngilizce;To start/to begin;iniziare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:32;13;Senza;Türkçe;-Sız/ -siz;senza;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:35;14;Essere;İngilizce;To be;essere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:40;15;Altro;İngilizce;Other / Another / More;altro;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:43;16;Vorrei;Türkçe;İsterdim / istiyorum;vorrei;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:46;17;Corso;Türkçe;Kurs / Ders;corso;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:50;18;Cortese;Türkçe;Kibar/Nazik;cortese;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:39:53;19;Avere;Türkçe;Sahip olmak;avere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:40:00;20;Ricevere;Türkçe;Almak/ Teslim almak;ricevere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:40:04;21;Trovare;İngilizce;To find;trovare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:40:12;22;Bisogno;Türkçe;İhtiyaç;bisogno;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:40:15;23;Anno;Türkçe;Yıl;anno;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:40:19;24;Adesso;İngilizce;Now;adesso;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:41:36;25;Tempo;İngilizce;Time;tempo;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:41:40;26;Andare;Türkçe;Gitmek;andare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:41:44;27;Trovare;Türkçe;Bulmak;trovare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:41:47;28;Felice;Türkçe;Mutlu;felice;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:41:50;29;Mese;Türkçe;Ay;mese;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:41:53;30;Dopo;Türkçe;Sonra;dopo;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:41:57;31;Vivere;Türkçe;Yaşamak;vivere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:00;32;Vita;Türkçe;Hayat;vita;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:06;33;Portare;Türkçe;Getirmek / Taşımak / Götürmek;portare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:10;34;Settimana;Türkçe;Hafta;settimana;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:14;35;Iniziare;Türkçe;Başlamak;iniziare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:17;36;Sogno;İngilizce;Dream;sogno;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:21;37;Felice;İngilizce;Happy;felice;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:25;38;Anno;İngilizce;Year;anno;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:29;39;Parlare;Türkçe;Konuşmak;parlare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:32;40;Azione;Türkçe;Aksiyon;azione;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:37;41;Diverso;İngilizce;Different/various;diverso;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:44;42;Sbagliato;İngilizce;Wrong/Incorrect;sbagliato;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:51;43;Dormire;Türkçe;Uyumak;dormire;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:42:58;44;Prendere;İngilizce;To take/to get;prendere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:43:03;45;Settimana;İngilizce;Week;settimana;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:43:09;46;A Domani;Türkçe;Yarın Görüşürüz;A Domani;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:43:14;47;Cortese;İngilizce;Polite/ Courteous;cortese;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:43:26;48;Potere;Türkçe;Yapabilmek;potare;False;spelling_error;Yazım hatası;0.833;;1;False;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:43:31;49;Corso;İngilizce;Course / Class;corso;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:43:37;50;Potere;Türkçe;Yapabilmek;potere;True;correct;Doğru;1.0;;2;False;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:43:43;51;Dovere;Türkçe;Zorunda olmak;dovere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:43:46;52;Avere;İngilizce;To have;avere;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:44:01;53;Indicare;İngilizce;To indicate / To point out;indicare;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
20260722_023818;2026-07-22 02:44:06;54;Vorrei;İngilizce;I’d like;vorrei;True;correct;Doğru;1.0;;1;True;22.07.2026_02.38.18_attempts.csv
